"eBird中文俗名
(紅字表示系統尚無中文俗名)",eBird英文俗名,eBird學名,"現行臺灣鳥類名錄中文名
(與eBird中文俗名相異者以紅字標示)","現行臺灣鳥類名錄學名
(與eBird學名相異者以紅字標示)","2025
全球紅皮書等級",eBird英文俗名簡碼,eBird學名簡碼,"eBird網頁代碼
species code",分類排序編號,eBird外來種狀態,"eBird中文俗名
(香港)","eBird中文俗名
(簡體)",其他中文俗名,PhotoLink,Credit,MLCode
臺灣叢樹鶯,Taiwan Bush Warbler,Locustella alishanensis,臺灣叢樹鶯,Locustella alishanensis,LC,TAGW TGWA TBWA,LOAL,taibuw1,23835,,,台湾短翅蝗莺,褐色叢樹鶯,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/453379751/1200,©Po-Wei Chi,ML453379751
赤褐蝗鶯,Russet Bush Warbler,Locustella mandelli,赤褐蝗鶯,Locustella mandelli,LC,RBWA RUGW RGWA,LOMA,rubwar1,23836,,高山短翅鶯,高山短翅蝗莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/97066861/1200,©Kun-Hui Lin,ML97066861
臺灣鷦眉,Taiwan Cupwing,Pnoepyga formosana,臺灣鷦眉,Pnoepyga formosana,LC,TACU,PNFO,taiwrb1,23986,,,台湾鹪鹛,小鷦眉 鱗胸鷦鷯 鱗胸鷦鶥 小鱗胸鷦鶥 ,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/243488311/1200,©Ting-Wei (廷維) HUNG (洪),ML243488311
小鷦眉,Pygmy Cupwing,Pnoepyga pusilla,小鷦眉,Pnoepyga pusilla,LC,PYWB PYCU PWBA,PNPU,pywbab1,23989,,,,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/323081981/1200,©Allen Lyu,ML323081981
棕沙燕,Gray-throated Martin,Riparia chinensis,棕沙燕,Riparia chinensis,LC,GTMA APMA PLMA,RICH,gytmar1,24047,,灰喉沙燕,灰喉沙燕 (褐喉沙燕),褐喉沙燕,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/101751571/1200,©Cheng-Ru Tsai,ML101751571
灰沙燕,Bank Swallow,Riparia riparia,灰沙燕,Riparia riparia,LC,SAMA BASW CSMA BANS,RIRI,banswa,24051,,崖沙燕,崖沙燕,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/181356131/1200,©Ting-Wei (廷維) HUNG (洪),ML181356131
岩燕,Eurasian Crag-Martin,Ptyonoprogne rupestris,岩燕,Ptyonoprogne rupestris,LC,ECMA EUCM,PTRU,eurcrm1,24142,,,,,,,
洋燕,Pacific Swallow,Hirundo javanica,洋燕,Hirundo javanica,LC,PASW HOSW,HIJA,pacswa1,24174,,洋班燕,洋燕 (洋斑燕),,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/146995631/1200,©Ko Cheng,ML146995631
家燕,Barn Swallow,Hirundo rustica,家燕,Hirundo rustica,LC,BASW BARS,HIRU,barswa,24187,,家燕,家燕,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/584555121/1200,©毓恩(Yu-En) 林(Lin),ML584555121
白腹毛腳燕,Siberian House-Martin,Delichon lagopodum,白腹毛腳燕,Delichon lagopodum,LC,EHMA SHMA SIHM,DELA,comhom2,24218,,白腹毛腳燕,白腹毛脚燕,毛腳燕 岩燕,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/617599050/1200,©Zhao-Hui(釗輝) LIN(林),ML617599050
東方毛腳燕,Asian House-Martin,Delichon dasypus,東方毛腳燕,Delichon dasypus,LC,AHMA ASHM,DEDA,ashmar1,24220,,煙腹毛腳燕,烟腹毛脚燕,岩燕,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/612372515/1200,©佑淇 陳,ML612372515
東方金腰燕,Eastern Red-rumped Swallow,Cecropis daurica,東方金腰燕,Cecropis daurica,LC,RRSW ERRS,CEDA,y00621,24239,,金腰燕/班腰燕,金腰燕,斑腰燕,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/515743741/1200,©Sheng Wun Jheng,ML515743741
栗背短腳鵯,Chestnut Bulbul,Hemixos castanonotus,栗背短腳鵯,Hemixos castanonotus,LC,CHBU,HECA,chebul1,24522,,栗背短腳鵯,栗背短脚鹎,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/184899511/320,©Kun-Hui Lin,ML184899511
棕耳鵯,Brown-eared Bulbul,Hypsipetes amaurotis,棕耳鵯,Hypsipetes amaurotis,LC,BEBU,HYAM,brebul1,24569,,栗耳短腳鵯,栗耳短脚鹎,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/418422461/1200,©Shih-Hao Wang,ML418422461
紅嘴黑鵯,Black Bulbul,Hypsipetes leucocephalus,紅嘴黑鵯,Hypsipetes leucocephalus,LC,HBBU BLBU,HYLE,blabul1,24591,,黑短腳鵯,黑短脚鹎,黑鵯,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/584555121/1200,©毓恩(Yu-En) 林(Lin),ML584555121
白環鸚嘴鵯,Collared Finchbill,Spizixos semitorques,白環鸚嘴鵯,Spizixos semitorques,LC,COFI,SPSE,colfin1,24658,,領雀嘴鵯,领雀嘴鹎,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/617599050/1200,©Zhao-Hui(釗輝) LIN(林),ML617599050
白頭翁,Light-vented Bulbul,Pycnonotus sinensis,白頭翁,Pycnonotus sinensis,LC,LVBU CHBU,PYSI,livbul1,24711,,白頭鵯,白头鹎,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/612372515/1200,©佑淇 陳,ML612372515
烏頭翁,Styan's Bulbul,Pycnonotus taivanus,烏頭翁,Pycnonotus taivanus,VU,STBU,PYTA,stybul1,24717,,,台湾鹎,台灣鵯,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/515743741/1200,©Sheng Wun Jheng,ML515743741
紅耳鵯,Red-whiskered Bulbul,Pycnonotus jocosus,紅耳鵯,Pycnonotus jocosus,LC,RWBU,PYJO,rewbul,24733,暫定種,紅耳鵯,红耳鹎,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/184899511/320,©Kun-Hui Lin,ML184899511
白喉紅臀鵯,Sooty-headed Bulbul,Pycnonotus aurigaster,白喉紅臀鵯,Pycnonotus aurigaster,LC,SHBU,PYAU,sohbul1,24765,,白喉紅臀鵯,白喉红臀鹎,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/418422461/1200,©Shih-Hao Wang,ML418422461
林柳鶯,Wood Warbler,Phylloscopus sibilatrix,林柳鶯,Phylloscopus sibilatrix,LC,WOWA,PHSI,woowar,24792,,林柳鶯,林柳莺,,,,
黃眉柳鶯,Yellow-browed Warbler,Phylloscopus inornatus,黃眉柳鶯,Phylloscopus inornatus,LC,YBWA,PHIN,yebwar3,24804,,黃眉柳鶯,黄眉柳莺,,,,
淡眉柳鶯,Hume's Warbler,Phylloscopus humei,淡眉柳鶯,Phylloscopus humei,LC,HUWA HULW HLWA,PHHU,humwar1,24805,,淡眉柳鶯,淡眉柳莺,,,,
雲南柳鶯,Chinese Leaf Warbler,Phylloscopus yunnanensis,雲南柳鶯,Phylloscopus yunnanensis,LC,CLWA CHLW,PHYU,chilew1,24810,,雲南柳鶯,云南柳莺,,,,
黃腰柳鶯,Pallas's Leaf Warbler,Phylloscopus proregulus,黃腰柳鶯,Phylloscopus proregulus,LC,PALW PAWA PLWA PLEW,PHPR,palwar5,24811,,黃腰柳鶯,黄腰柳莺,,,,
巨嘴柳鶯,Radde's Warbler,Phylloscopus schwarzi,巨嘴柳鶯,Phylloscopus schwarzi,LC,RAWA,PHSC,radwar1,24820,,巨嘴柳鶯,巨嘴柳莺,,,,
棕眉柳鶯,Yellow-streaked Warbler,Phylloscopus armandii,棕眉柳鶯,Phylloscopus armandii,LC,YSWA,PHAR,yeswar1,24821,,棕眉柳鶯,棕眉柳莺,,,,
黃腹柳鶯,Tickell's Leaf Warbler,Phylloscopus affinis,黃腹柳鶯,Phylloscopus affinis,LC,TLWA TILW,PHAF,y00989,24825,,黃腹柳鶯,黄腹柳莺/华西柳莺,,,,
褐色柳鶯,Dusky Warbler,Phylloscopus fuscatus,褐色柳鶯,Phylloscopus fuscatus,LC,DUWA,PHFU,duswar,24831,,褐柳鶯,褐柳莺,,,,
棕腹柳鶯,Buff-throated Warbler,Phylloscopus subaffinis,棕腹柳鶯,Phylloscopus subaffinis,LC,BTWA,PHSU,butwar1,24842,,棕腹柳鶯,棕腹柳莺,,,,
歐亞柳鶯,Willow Warbler,Phylloscopus trochilus,歐亞柳鶯,Phylloscopus trochilus,LC,WIWA WILW,PHTR,wlwwar,24843,,歐柳鶯,欧柳莺,,,,
嘰喳柳鶯,Common Chiffchaff,Phylloscopus collybita,嘰喳柳鶯,Phylloscopus collybita,LC,COCH CCHI,PHCO,comchi1,24853,,嘰喳柳鶯,叽喳柳莺,嘰昨柳鶯,,,
冠羽柳鶯,Eastern Crowned Warbler,Phylloscopus coronatus,冠羽柳鶯,Phylloscopus coronatus,LC,ECWA,PHCO,eacwar1,24874,,冕柳鶯,冕柳莺,鴓,,,
飯島柳鶯,Ijima's Leaf Warbler,Phylloscopus ijimae,飯島柳鶯,Phylloscopus ijimae,VU,IJLW ILWA,PHIJ,ijlwar1,24875,,飯島柳鶯,饭岛柳莺,,,,
白眶鶲鶯,White-spectacled Warbler,Phylloscopus intermedius,白眶鶲鶯,Phylloscopus intermedius,LC,WSWA,PHIN,whswar1,24904,,白眶鶲鶯,白眶鹟莺,,,,
比氏鶲鶯,Bianchi's Warbler,Phylloscopus valentini,比氏鶲鶯,Phylloscopus valentini,LC,BIWA,PHVA,biawar1,24916,,比氏鶲鶯,比氏鹟莺,,,,
峨眉鶲鶯,Martens's Warbler,Phylloscopus omeiensis,峨眉鶲鶯,Phylloscopus omeiensis,LC,MAWA,PHOM,marwar4,24920,,峨嵋鶲鶯,峨眉鹟莺,,,,
淡尾鶲鶯,Alström's Warbler,Phylloscopus soror,淡尾鶲鶯,Phylloscopus soror,LC,ALWA,PHSO,pltwar1,24921,,淡尾鶲鶯,淡尾鹟莺,,,,
暗綠柳鶯,Greenish Warbler,Phylloscopus trochiloides,暗綠柳鶯,Phylloscopus trochiloides,LC,GRWA,PHTR,grewar3,24925,,暗綠柳鶯,暗绿柳莺,,,,
雙斑綠柳鶯,Two-barred Warbler,Phylloscopus plumbeitarsus,雙斑綠柳鶯,Phylloscopus plumbeitarsus,LC,TBWA,PHPL,grewar2,24932,,雙斑綠柳鶯,双斑绿柳莺,,,,
淡腳柳鶯,Pale-legged Leaf Warbler,Phylloscopus tenellipes,淡腳柳鶯,Phylloscopus tenellipes,LC,PLLW,PHTE,pllwar1,24937,,淡腳柳鶯,淡脚柳莺,灰腳柳鶯,,,
庫頁島柳鶯,Sakhalin Leaf Warbler,Phylloscopus borealoides,庫頁島柳鶯,Phylloscopus borealoides,LC,SLWA SALW,PHBO,salwar1,24938,,庫頁島柳鶯,库页岛柳莺,,,,
日本柳鶯,Japanese Leaf Warbler,Phylloscopus xanthodryas,日本柳鶯,Phylloscopus xanthodryas,LC,JALW JLWA,PHXA,arcwar3,24940,,日本柳鶯,日本柳莺,,,,
極北柳鶯,Arctic Warbler,Phylloscopus borealis,極北柳鶯,Phylloscopus borealis,LC,ARWA,PHBO,arcwar1,24941,,極北柳鶯,极北柳莺,小鴓,,,
勘察加柳鶯,Kamchatka Leaf Warbler,Phylloscopus examinandus,勘察加柳鶯,Phylloscopus examinandus,LC,KALW KLWA,PHEX,arcwar2,24943,,,堪察加柳莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/583077541/1200,©Scott (瑞興) LIN(林),ML583077541
栗頭鶲鶯,Chestnut-crowned Warbler,Phylloscopus castaniceps,栗頭鶲鶯,Phylloscopus castaniceps,LC,CCWA,PHCA,chcwar2,24946,,栗頭鶲鶯,栗头鹟莺,,,,
黑眉柳鶯,Sulphur-breasted Warbler,Phylloscopus ricketti,黑眉柳鶯,Phylloscopus ricketti,LC,SBWA,PHRI,subwar3,24970,,黑眉柳鶯,黑眉柳莺,,,,
克氏冠紋柳鶯,Claudia's Leaf Warbler,Phylloscopus claudiae,克氏冠紋柳鶯,Phylloscopus claudiae,LC,CLWA CLLW,PHCL,clalew1,24978,,,冠纹柳莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/368350811/1200,©u7 Liao,ML368350811
哈氏冠紋柳鶯,Hartert's Leaf Warbler,Phylloscopus goodsoni,哈氏冠紋柳鶯,Phylloscopus goodsoni,LC,HALW HLWA,PHGO,harlew1,24979,,華南冠紋柳鶯,华南冠纹柳莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/324685351/1200,©Allen Lyu,ML324685351
短尾鶯,Asian Stubtail,Urosphena squameiceps,短尾鶯,Urosphena squameiceps,LC,ASST,URSQ,asistu1,25085,,鱗頭樹鶯,鳞头树莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/615090861/1200,©u7 Liao,ML615090861
棕面鶯,Rufous-faced Warbler,Abroscopus albogularis,棕面鶯,Abroscopus albogularis,LC,RFWA,ABAL,rufwar1,25123,,棕臉鶲鶯,棕脸鹟莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/583077541/1200,©Scott (瑞興) LIN(林),ML583077541
日本樹鶯,Japanese Bush Warbler,Horornis diphone,日本樹鶯,Horornis diphone,LC,JABW JBWA,HODI,jabwar,25154,,日本樹鶯,日本树莺,短翅樹鶯 鶯,,,
遠東樹鶯,Manchurian Bush Warbler,Horornis canturians,遠東樹鶯,Horornis canturians,LC,KBWA KOBW MBWA,HOCA,manbuw1,25160,,遠東樹鶯,远东树莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/546020371/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML546020371
小鶯,Brownish-flanked Bush Warbler,Horornis fortipes,小鶯,Horornis fortipes,LC,BFBW,HOFO,bfbwar1,25173,,強腳樹鶯,强脚树莺,台灣小鶯,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/522135191/1200,©Scott (瑞興) LIN(林),ML522135191
深山鶯,Yellowish-bellied Bush Warbler,Horornis acanthizoides,深山鶯,Horornis acanthizoides,LC,YBBW,HOAC,ybbwar1,25180,,黄腹樹鶯,黄腹树莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/376146891/1200,©Meng-Chieh (孟婕) FENG (馮),ML376146891
紅頭山雀,Black-throated Tit,Aegithalos concinnus,紅頭山雀,Aegithalos concinnus,LC,BTTI BTHC BTBU,AECO,blttit2,25235,,紅頭長尾山雀,红头长尾山雀,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/615090861/1200,©u7 Liao,ML615090861
白喉林鶯,Lesser Whitethroat,Curruca curruca,白喉林鶯,Curruca curruca,LC,LEWH,CUCU,leswhi4,25305,,白喉林鶯,白喉林莺,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/304363641/1200,©Shih-Hao Wang,ML304363641
漠地林鶯,Asian Desert Warbler,Curruca nana,漠地林鶯,Curruca nana,LC,ADWA,CUNA,asdwar1,25340,,,亚洲漠地林莺,,,,
褐頭花翼,Taiwan Fulvetta,Fulvetta formosana,褐頭花翼,Fulvetta formosana,LC,TAFU,FUFO,taiful1,25429,,,玉山雀鹛,褐頭雀鶥 灰頭花翼 灰頭花翼畫眉,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/325525671/1200,©u7 Liao,ML325525671
黃羽鸚嘴,Golden Parrotbill,Suthora verreauxi,黃羽鸚嘴,Suthora verreauxi,LC,GOPA,SUVE,golpar2,25485,,金色鴉雀,金色鸦雀,黑喉鴉雀,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/120195841/1200,©Ko Cheng,ML120195841
粉紅鸚嘴,Vinous-throated Parrotbill,Suthora webbiana,粉紅鸚嘴,Suthora webbiana,LC,VTPA,SUWE,vitpar1,25503,,棕頭鴉雀,棕头鸦雀,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/573417571/1200,©Yu-Wei (昱緯) LI (李),ML573417571
栗耳鳳眉,Indochinese Yuhina,Staphida torqueola,栗耳鳳眉,Staphida torqueola,LC,INYU,STTO,indyuh1,25526,,栗頸鳳鶥,栗颈凤鹛,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/546020261/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML546020261
冠羽畫眉,Taiwan Yuhina,Yuhina brunneiceps,冠羽畫眉,Yuhina brunneiceps,LC,TAYU,YUBR,taiyuh1,25528,,,褐头凤鹛,褐頭鳳鶥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/616323430/1200,©Chien-wei Tseng,ML616323430
紅脇繡眼,Chestnut-flanked White-eye,Zosterops erythropleurus,紅脇繡眼,Zosterops erythropleurus,LC,CFWE,ZOER,cfweye1,25618,,紅脇繡眼鳥,红胁绣眼鸟,紅脅繡眼鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/323207811/1200,©u7 Liao,ML323207811
斯氏繡眼(綠繡眼),Swinhoe's White-eye,Zosterops simplex,斯氏繡眼,Zosterops simplex,LC,SWWE SWEY,ZOSI,swiwhe1,25619,,暗綠繡眼鳥,暗绿绣眼鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/569680081/1200,©Allen Lyu,ML569680081
日菲繡眼,Warbling White-eye,Zosterops japonicus,日菲繡眼,Zosterops japonicus,LC,WWEY WAWE,ZOJA,warwhe1,25630,,,日本绣眼鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/614779254/1200,©俞君 周,ML614779254
低地繡眼,Lowland White-eye,Zosterops meyeni,低地繡眼,Zosterops meyeni,LC,LWEY LOWE,ZOME,loweye2,25656,,,低地绣眼鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/392397421/1200,©Po-Wei Chi,ML392397421
山紅頭,Rufous-capped Babbler,Cyanoderma ruficeps,山紅頭,Cyanoderma ruficeps,LC,RCBA,CYRU,rucbab1,25976,,紅頭穗鶥,红头穗鹛,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/602337611/1200,©u7 Liao,ML602337611
小彎嘴,Taiwan Scimitar-Babbler,Pomatorhinus musicus,小彎嘴,Pomatorhinus musicus,LC,TSBA TASB,POMU,taiscb1,26039,,,台湾棕颈钩嘴鹛,棕頸鉤嘴鶥 小彎嘴畫眉,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/178838671/1200,©SHIH-BIN TSAI,ML178838671
大彎嘴,Black-necklaced Scimitar-Babbler,Erythrogenys erythrocnemis,大彎嘴,Erythrogenys erythrocnemis,LC,BNSB,ERER,sbsbab2,26094,,,台湾斑胸钩嘴鹛,鏽臉鉤嘴鶥 彎嘴畫眉,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/392396211/1200,©Po-Wei Chi,ML392396211
頭烏線,Dusky Fulvetta,Schoeniparus brunneus,頭烏線,Schoeniparus brunneus,LC,DUFU,SCBR,dusful1,26197,,褐頂雀鶥,褐顶雀鹛,烏線雀鶥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/522522481/1200,©Yu-Wei (昱緯) LI (李),ML522522481
繡眼畫眉,Morrison's Fulvetta,Alcippe morrisonia,繡眼畫眉,Alcippe morrisonia,LC,MOFU GCFU,ALMO,gycful1,26410,,,台湾雀鹛,灰眶雀鶥 繡眼雀鶥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/590914551/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML590914551
臺灣噪眉,White-whiskered Laughingthrush,Trochalopteron morrisonianum,臺灣噪眉,Trochalopteron morrisonianum,NT,WWLA,TRMO,whwlau1,26462,,,玉山噪鹛,玉山噪鶥 金翼白眉,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/542562291/1200,©Li-Kai Yen,ML542562291
白耳畫眉,White-eared Sibia,Heterophasia auricularis,白耳畫眉,Heterophasia auricularis,LC,WESI,HEAU,whesib1,26505,,,白耳奇鹛,白耳奇鶥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/318164291/1200,©Scott (瑞興) LIN(林),ML318164291
紋翼畫眉,Taiwan Barwing,Actinodura morrisoniana,紋翼畫眉,Actinodura morrisoniana,LC,TABA,ACMO,taibar1,26526,,,台湾斑翅鹛,台灣斑翅鶥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/178838671/1200,©SHIH-BIN TSAI,ML178838671
黃胸藪眉,Taiwan Liocichla,Liocichla steerii,黃胸藪眉,Liocichla steerii,LC,TALI,LIST,stelio1,26598,,,黄痣薮鹛,黃痣藪鶥 藪鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/539680371/1200,©Allen Lyu,ML539680371
大陸畫眉,Chinese Hwamei,Garrulax canorus,大陸畫眉,Garrulax canorus,LC,CHHW HWAM,GACA,melthr,26714,,畫眉,画眉,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/602609111/1200,©u7 Liao,ML602609111
臺灣畫眉,Taiwan Hwamei,Garrulax taewanus,臺灣畫眉,Garrulax taewanus,NT,TAHW,GATA,taihwa1,26717,,,台湾画眉,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/590914551/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML590914551
黑喉噪眉,Black-throated Laughingthrush,Pterorhinus chinensis,黑喉噪眉,Pterorhinus chinensis,LC,BTLA,PTCH,bltlau1,26793,歸化種,黑喉噪鶥,黑喉噪鹛,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/546020271/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML546020271
白頰噪眉,White-browed Laughingthrush,Pterorhinus sannio,白頰噪眉,Pterorhinus sannio,LC,WBLA,PTSA,whblau1,26800,歸化種,白頰噪鶥,白颊噪鹛,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/253000771/1200,©Ting-Wei (廷維) HUNG (洪),ML253000771
黑臉噪眉,Masked Laughingthrush,Pterorhinus perspicillatus,黑臉噪眉,Pterorhinus perspicillatus,LC,MALA,PTPE,maslau1,26805,,黑臉噪鶥,黑脸噪鹛,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/504217091/1200,©u7 Liao,ML504217091
臺灣白喉噪眉,Rufous-crowned Laughingthrush,Pterorhinus ruficeps,臺灣白喉噪眉,Pterorhinus ruficeps,LC,RCLA,PTRU,ruclau2,26832,,,台湾白喉噪鹛,白喉噪眉 白喉噪鶥 白喉笑鶇,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/158939901/1200,©Allen Lyu,ML158939901
棕噪眉,Rusty Laughingthrush,Pterorhinus poecilorhynchus,棕噪眉,Pterorhinus poecilorhynchus,LC,RULA,PTPO,ruslau1,26840,,棕噪眉,台湾棕噪鹛,竹鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/618546189/1200,©u7 Liao,ML618546189
戴菊鳥,Goldcrest,Regulus regulus,戴菊鳥,Regulus regulus,LC,GOLD,RERE,goldcr1,26856,,戴菊,戴菊,,,,
火冠戴菊鳥,Flamecrest,Regulus goodfellowi,火冠戴菊鳥,Regulus goodfellowi,LC,FLAM,REGO,flamec1,26873,,,台湾戴菊,火冠戴菊,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/546020271/1200,©Kuan Chieh/貫捷 (Chuck) Hung/洪,ML546020271
茶腹鳾,Eurasian Nuthatch,Sitta europaea,茶腹鳾,Sitta europaea,LC,EUNU,SIEU,eurnut2,26966,,普通鳾,普通䴓,鳾,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/253000771/1200,©Ting-Wei (廷維) HUNG (洪),ML253000771
鷦鷯,Eurasian Wren,Troglodytes troglodytes,鷦鷯,Troglodytes troglodytes,LC,NOWR EUWR,TRTR,winwre4,27258,,鷦鷯,鹪鹩,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/504217091/1200,©u7 Liao,ML504217091
河烏,Brown Dipper,Cinclus pallasii,河烏,Cinclus pallasii,LC,BRDI,CIPA,brodip1,27664,,褐河烏,褐河乌,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/395037471/1200,©Po-Wei Chi,ML395037471
亞洲輝椋鳥,Asian Glossy Starling,Aplonis panayensis,亞洲輝椋鳥,Aplonis panayensis,LC,AGST,APPA,asgsta1,27730,歸化種,亞洲輝椋鳥,亚洲辉椋鸟,輝椋鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/520786101/1200,©u7 Liao,ML520786101
歐洲椋鳥,European Starling,Sturnus vulgaris,歐洲椋鳥,Sturnus vulgaris,LC,COST EUST,STVU,eursta,27813,,紫翅椋鳥,紫翅椋鸟,歐洲八哥 椋鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/142866561/1200,©Jhih-Wei (志偉) TSAI (蔡),ML142866561
粉紅椋鳥,Rosy Starling,Pastor roseus,粉紅椋鳥,Pastor roseus,LC,RCST ROST,PARO,rossta2,27829,,粉紅椋鳥,粉红椋鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/616495051/1200,©u7 Liao,ML616495051
北椋鳥,Daurian Starling,Agropsar sturninus,北椋鳥,Agropsar sturninus,LC,DAST PBST,AGST,dausta1,27830,,北椋鳥,北椋鸟,,,,
小椋鳥,Chestnut-cheeked Starling,Agropsar philippensis,小椋鳥,Agropsar philippensis,LC,CCST,AGPH,chcsta1,27831,,栗頰椋鳥,紫背椋鸟,紫背椋鳥,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/544597971/1200,©Zhao-Hui(釗輝) LIN(林),ML544597971
黑領椋鳥,Black-collared Starling,Gracupica nigricollis,黑領椋鳥,Gracupica nigricollis,LC,BCST,GRNI,bkcsta1,27833,,黑領椋鳥,黑领椋鸟,,https://cdn.download.ams.birds.cornell.edu/api/v2/asset/459395701/320,©Po-Wei Chi,ML459395701
